,0,1,2,3,4,5,6,7,8,9,10
0,1.0,0.6284375563401763,0.5833780849882608,0.3857673609021634,0.3770640707980811,0.6061721528615046,0.5002569471181313,0.2098129217443272,0.5552711618208221,0.7888032045448141,0.4214125332303358
1,0.6284375563401763,0.9999999999999999,0.4292322621047532,0.6474950451186958,0.46112374043479004,0.5985264843048248,0.47411797275306566,0.19476404431919583,0.4953936666049253,0.7054274961488235,0.5587470789257312
2,0.5833780849882608,0.4292322621047532,1.0000000000000002,0.35002638575093425,0.40953363499715656,0.435963211597487,0.5619854007217492,0.5215995975645177,0.22986305988326328,0.5219777170378326,0.5340933217543411
3,0.3857673609021634,0.6474950451186958,0.35002638575093425,1.0000000000000004,0.6996697621594071,0.46176905585761674,0.6854023854912517,0.36338726943499483,0.315816766099412,0.3405739647114378,0.6951669723211071
4,0.3770640707980811,0.46112374043479004,0.40953363499715656,0.6996697621594071,1.0000000000000002,0.2888820327336521,0.8426617024991178,0.6724677965931009,0.18828264345338003,0.18119864858622856,0.6713808927222946
5,0.6061721528615046,0.5985264843048248,0.435963211597487,0.46176905585761674,0.2888820327336521,1.0000000000000002,0.3486864381879488,0.23899270937277653,0.5591555845974805,0.7851527357072298,0.44272395788292784
6,0.5002569471181313,0.47411797275306566,0.5619854007217492,0.6854023854912517,0.8426617024991178,0.3486864381879488,1.0,0.7150754738229641,0.3230532558063582,0.3293072487739597,0.5771895409131621
7,0.2098129217443272,0.19476404431919583,0.5215995975645177,0.36338726943499483,0.6724677965931009,0.23899270937277653,0.7150754738229641,1.0,0.11642844479743984,0.14316120623607534,0.3040119347666167
8,0.5552711618208221,0.4953936666049253,0.22986305988326328,0.315816766099412,0.18828264345338003,0.5591555845974805,0.3230532558063582,0.11642844479743984,1.0000000000000002,0.7052162110105753,0.17551525724770334
9,0.7888032045448141,0.7054274961488235,0.5219777170378326,0.3405739647114378,0.18119864858622856,0.7851527357072298,0.3293072487739597,0.14316120623607534,0.7052162110105753,1.0,0.32712259700070967
10,0.4214125332303358,0.5587470789257312,0.5340933217543411,0.6951669723211071,0.6713808927222946,0.44272395788292784,0.5771895409131621,0.3040119347666167,0.17551525724770334,0.32712259700070967,1.0000000000000002
